,AUC,ACC,max_depth,eta,subsample,colsamp_bytree,colsamp_bylvl,min_child_weight,silent,objective,eval_metric,tree_method,alpha,gamma,lambda,scale_pos_weight
43,0.8026117149758454,82.4085491163173,38.0,0.9253911796212178,1.0,1.0,1.0,67.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.734243398524955,4.587200894680832,3.2868658223626124,3.335565386050882
44,0.7713244766505636,90.7521578298397,18.0,0.6881619584333132,1.0,1.0,1.0,32.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.8256347948706383,11.565701710024184,2.826134619220447,1.3081966070170226
45,0.8618246779388083,69.74928072338676,1.0,0.21961517397026897,1.0,1.0,1.0,70.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.63836893709127,21.8621488517645,1.5818492298836357,9.79797953828836
46,0.8993820450885668,93.34155363748458,49.0,0.32428273441532185,1.0,1.0,1.0,1.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.0329695874131444,1.884622209357234,1.3038284780181641,1.6158197627388615
47,0.79137077294686,78.2983970406905,11.0,0.7683135775923722,1.0,1.0,1.0,87.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.821814530037276,20.200556118292564,3.348629873849146,4.418355118608506
48,0.850623993558776,84.2170160295931,45.0,0.05593794754928394,1.0,1.0,1.0,92.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.644567465010884,21.399172311709318,1.5709193139778805,7.056674467599907
49,0.8813506441223833,88.20386354295108,28.0,0.8218025940068083,1.0,1.0,1.0,14.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.7763259831790275,2.4477182050400086,1.328072562656769,5.609068647747463
50,0.7775090579710144,90.7521578298397,22.0,0.8050458007712143,1.0,1.0,1.0,87.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.4493381604981073,16.30362234996305,0.6543914106372822,1.11873880589335
51,0.878575885668277,79.81915330867243,18.0,0.40116478702232894,1.0,1.0,1.0,68.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.5647448640956094,13.514698452507625,3.2275039441882476,9.45050939046639
52,0.8432105475040257,82.20304151253596,10.0,0.06618860521154724,1.0,1.0,1.0,96.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.9949614999871457,0.36894641239126336,2.28612286285226,6.910196237558765
53,0.8016606280193237,90.54665022605836,14.0,0.913136124185545,1.0,1.0,1.0,34.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.358434798191415,2.3315694045958986,4.645091658527571,1.490542854785195
54,0.47354166666666675,90.7521578298397,49.0,0.5671800514785023,1.0,1.0,1.0,98.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.867102512646469,18.83913760049189,4.678671437224117,0.36028138060830606
55,0.7955032206119164,80.96999588984792,22.0,0.717914270718976,1.0,1.0,1.0,82.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.4980704232147275,5.9094872635437365,0.04657728442123199,3.6921598451219175
56,0.8800402576489534,86.80641183723797,7.0,0.2126265440541406,1.0,1.0,1.0,43.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.257430706955649,10.160351448811799,3.105796277465464,5.525250967449976
57,0.8865217391304347,89.3547061241266,6.0,0.4992312594922773,1.0,1.0,1.0,14.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.2395280683300398,12.033960449275988,2.81496822819473,4.2978671288077175
58,0.7669786634460547,90.7521578298397,25.0,0.8846831538867025,1.0,1.0,1.0,37.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.3201294816317246,21.616259850755387,0.4999062446229424,0.4182885816885784
59,0.8273057568438001,86.72420879572545,7.0,0.6428518702004242,1.0,1.0,1.0,55.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.1051713000352944,22.561071637763717,2.6881720205081368,3.6465151532725604
60,0.8567652979066023,80.92889436909165,41.0,0.5868802484224268,1.0,1.0,1.0,84.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.817697166007915,21.539106696239184,0.6167398576931449,6.996678194127131
61,0.8852455716586151,93.54706124126592,8.0,0.34975990164465454,1.0,1.0,1.0,20.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.569015647888865,15.33476159626767,3.0826550534010515,2.515983045208362
62,0.8898661433172306,94.04027949034115,2.0,0.16351361451785085,1.0,1.0,1.0,2.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.5333136523064934,10.783500130754605,0.26166462581222183,1.5750543628309488
63,0.7885497181964574,85.20345252774352,48.0,0.8944919203121954,1.0,1.0,1.0,70.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.5791834130250826,10.261507527903158,3.4970567527190304,3.097151783658858
64,0.8573832528180355,89.43690916563912,18.0,0.7489611344849333,1.0,1.0,1.0,50.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.8381996465435093,8.171862138282119,1.8994308640089486,3.6229307053389803
65,0.8731119162640901,88.24496506370735,16.0,0.6888505376159543,1.0,1.0,1.0,43.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.5237068189414154,10.895099725971146,1.1736687261427736,4.086918322271194
66,0.8691535829307568,85.08014796547472,15.0,0.28506937643476193,1.0,1.0,1.0,54.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.565394186968444,4.04573194949982,4.058088228419006,5.762772546517413
67,0.7851539855072464,90.7521578298397,9.0,0.3865656707409847,1.0,1.0,1.0,86.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.366393569666133,20.504784358759032,0.5127446282975401,1.1310028637863279
68,0.8841857890499195,80.43567612001644,48.0,0.1629074055986205,1.0,1.0,1.0,60.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.7722064384718669,23.284822574023543,2.099995383633541,9.157134716699497
69,0.88074577294686,85.53226469379366,7.0,0.5722580610203007,1.0,1.0,1.0,44.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.0259932613031015,7.868690122587732,0.69769882819045,5.774374558948116
70,0.7876298309178744,82.69625976161117,44.0,0.9649176092022551,1.0,1.0,1.0,96.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.6427654306041497,21.629459478741047,2.708803840840503,3.097095139355738
71,0.780018115942029,90.7521578298397,48.0,0.8571111874383023,1.0,1.0,1.0,50.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.0372471098725824,12.250732585092317,0.1524168047176655,1.1485526283912573
72,0.47354166666666675,90.7521578298397,35.0,0.647379891761482,1.0,1.0,1.0,50.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.295738130220274,11.077401477828014,0.05242501558112678,0.08341969806364036
73,0.8795823268921095,93.87587340731606,6.0,0.6776952460909708,1.0,1.0,1.0,9.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.286528804777649,13.437948914703654,2.2445486807708717,1.9469811588705854
74,0.8088174315619967,90.6288532675709,38.0,0.2690835792689571,1.0,1.0,1.0,67.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.1395901452006658,0.7296051031369988,3.201734876418984,1.8275129453764838
75,0.793299114331723,76.85984381422112,28.0,0.4095071964955421,1.0,1.0,1.0,93.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.254595756965206,11.2655320731023,3.788847156673646,5.567078851652027
76,0.47354166666666675,90.7521578298397,3.0,0.020052357499524387,1.0,1.0,1.0,36.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.9161518552510652,23.82478328580435,4.508988109287082,0.06629239551777966
77,0.47354166666666675,90.7521578298397,2.0,0.7803036642606433,1.0,1.0,1.0,36.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.7418168181268414,19.20013470927854,2.0305251336110914,0.044890792622128695
78,0.7917663043478262,83.76489930127414,6.0,0.7675727284118513,1.0,1.0,1.0,89.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.06033358199228234,24.118945974993085,0.6554091422535602,3.2418139337436025
79,0.8502868357487923,90.95766543362105,14.0,0.008897986070045771,1.0,1.0,1.0,24.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.8208089739508688,4.807187948610539,1.7665973231113323,7.015838179091174
80,0.7806592190016103,90.7521578298397,15.0,0.9115154380523718,1.0,1.0,1.0,89.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.5429578030652267,12.660546564546344,4.971526043969684,1.7879744266771558
81,0.8511775362318841,85.6144677353062,33.0,0.6473715541750241,1.0,1.0,1.0,70.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.351162798558083,15.215267991440617,1.8298623898613404,4.876682185547013
82,0.8451137278582931,88.08055898068228,39.0,0.6011419504945338,1.0,1.0,1.0,50.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.584089800933176,10.628786521191863,1.8258296335925583,3.384753740189578
83,0.7308001207729469,90.7521578298397,2.0,0.008463727114871311,1.0,1.0,1.0,12.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.3848716772519047,6.0629158945823685,0.3550312807581879,0.7928800694691374
84,0.887205112721417,82.2852445540485,36.0,0.2523904413606515,1.0,1.0,1.0,16.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.500020040959496,19.555763782845748,4.77446415271788,9.389967025906014
85,0.788425925925926,90.7521578298397,13.0,0.8050855691954864,1.0,1.0,1.0,41.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.8620165640195285,6.452213562825687,3.404476270242334,1.4713957668174515
86,0.7961745169082126,90.7521578298397,46.0,0.3054596983845568,1.0,1.0,1.0,96.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.2192575989617724,10.110914125272192,0.3392577335692598,1.5921089597510185
87,0.8670692431561997,83.72379778051788,42.0,0.9670244433683767,1.0,1.0,1.0,74.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.935677128009888,9.531510022148323,1.15199732331152,7.0330830407204905
88,0.8685970209339774,88.4504726674887,45.0,0.642740311290164,1.0,1.0,1.0,6.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.505476449217507,3.2701533016354256,3.629178502962305,7.521444931896512
89,0.779176731078905,90.7521578298397,35.0,0.42380680065961907,1.0,1.0,1.0,90.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.6166870957003003,15.838333439887567,4.755638468644251,0.8226906301944326
90,0.8869877214170692,82.2852445540485,27.0,0.37647545227100077,1.0,1.0,1.0,38.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.889893705599333,19.260617609831314,2.1158022246156043,8.874469808421907
91,0.8132538244766506,84.91574188244965,15.0,0.3487091992720813,1.0,1.0,1.0,58.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.63041150887481,8.412683326862458,4.044816534738593,3.6085231078831437
92,0.8050432769726249,82.4085491163173,29.0,0.25199870927787604,1.0,1.0,1.0,83.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.241882516783508,7.22976104434438,1.5801669442373045,3.6657402625020916
93,0.8795531400966183,92.10850801479654,38.0,0.4666980154972157,1.0,1.0,1.0,20.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.353911300198617,2.709967344345596,0.2698429430596899,2.7159099330621386
94,0.7941566022544283,79.2026304973284,18.0,0.6771961563873133,1.0,1.0,1.0,73.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.410262419856614,15.815600256249695,2.6327965199961403,3.98348840142986
95,0.8770008051529792,85.94327990135635,1.0,0.8243108214706636,1.0,1.0,1.0,17.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.4199921226923764,15.09126156722012,2.860408055105745,5.298272929958196
96,0.8691435185185185,84.13481298808055,49.0,0.3971525399721202,1.0,1.0,1.0,56.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.8993618344602208,8.675587033648435,1.8670984033103488,6.195139820686658
97,0.8496568035426731,87.5462392108508,11.0,0.10231210296860016,1.0,1.0,1.0,89.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.343724084904352,23.133807266820046,0.8962136974804125,6.585485254592326
98,0.8844736312399356,84.4636251541307,45.0,0.5115137174683018,1.0,1.0,1.0,61.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.3237629809367282,0.22890245444933677,1.511110591704149,6.961760675024299
99,0.7810265700483091,90.7521578298397,28.0,0.6623554525262523,1.0,1.0,1.0,37.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.1241258796046778,23.29788537235326,1.0459441037958466,0.5555363646480238
100,0.88629730273752,84.4636251541307,22.0,0.8432839500857772,1.0,1.0,1.0,18.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.0321462983008467,10.637391015936458,2.9536530869602133,8.880459611792872
101,0.8877999194847022,89.64241676942046,18.0,0.3742297631610715,1.0,1.0,1.0,26.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.7504426046578416,21.38938721022346,1.5379537061727655,4.057907418538065
102,0.8033725845410628,90.83436087135225,10.0,0.6473421200645904,1.0,1.0,1.0,27.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.043206176832853,2.960357102548314,2.8358381340409924,1.3160803820525213
103,0.8035406602254428,77.55856966707768,14.0,0.6090501046380168,1.0,1.0,1.0,95.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.6438091020760774,3.8038956549227843,0.28307202121820974,4.66467531916037
104,0.8825915861513687,87.422934648582,49.0,0.29847592625329744,1.0,1.0,1.0,25.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.5979570988564437,4.526098810747073,1.876880860650136,6.502339522519815
105,0.47354166666666675,90.7521578298397,22.0,0.10810453058584346,1.0,1.0,1.0,94.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.984711027015055,19.050914197823385,1.3210721586615932,0.17906448095432959
106,0.7896326489533012,90.7521578298397,7.0,0.06383705389710992,1.0,1.0,1.0,83.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.4939512260005516,11.298158658329765,3.7266875194522315,0.9767521437638782
107,0.8762630837359098,93.9580764488286,6.0,0.9883609658217671,1.0,1.0,1.0,1.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",2.847039957072679,24.108349323524944,1.0689707881612258,1.7111728642697466
108,0.8851157407407408,84.42252363337444,25.0,0.6405947456146558,1.0,1.0,1.0,46.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.19318290450804,11.95912243685678,3.4000470419097875,6.809459453861857
109,0.8019373993558778,75.25688450472667,7.0,0.8614916002518306,1.0,1.0,1.0,92.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.06100393235598245,16.41610366738372,1.5993698572515176,5.7115229552474975
110,0.7984963768115942,90.25893958076449,23.0,0.26114690792649686,1.0,1.0,1.0,73.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.7312829064483166,7.765406631163524,4.694845415186657,2.528623586578289
111,0.8749064009661836,93.13604603370325,23.0,0.7110937755717918,1.0,1.0,1.0,13.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.094482428695539,3.3584139801205892,4.589504505229676,1.70810184070741
112,0.7341878019323672,90.7521578298397,39.0,0.8923737976809327,1.0,1.0,1.0,86.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.9384270654662816,7.900131049244316,2.917623186648422,0.5080077968397578
113,0.8586080917874396,76.85984381422112,17.0,0.29879111191898644,1.0,1.0,1.0,100.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",4.490673364265684,1.683306766700654,1.596589525143874,8.67721160660018
114,0.8890690418679549,91.94410193177147,3.0,0.14992929635415653,1.0,1.0,1.0,18.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",3.706889309083297,0.693722461099977,2.3011750401224287,3.9824300300629556
115,0.8658041465378422,86.5187011919441,47.0,0.7654743883036231,1.0,1.0,1.0,48.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",1.8178016567321154,1.9766269581164257,2.8633475651433997,4.812814558636679
116,0.8868639291465379,82.49075215782985,30.0,0.8996870447454949,1.0,1.0,1.0,54.0,1.0,"[""'binary:logistic'""]","[""'auc'""]","[""'exact'""]",0.16420265281540225,7.0232651585975585,3.676698583362695,9.08547645561413
