iter	Logloss
0	0.6826677899
1	0.6694745642
2	0.6594650262
3	0.6488198829
4	0.6391787857
5	0.6299201638
6	0.6179137524
7	0.6060955001
8	0.596074022
9	0.5857655765
10	0.5751938317
11	0.5642557387
12	0.5557457964
13	0.5483401899
14	0.5384544579
15	0.5293052283
16	0.5220146772
17	0.5143820347
18	0.5079425684
19	0.5007283285
20	0.492912396
21	0.4850679837
22	0.4793674261
23	0.4720827206
24	0.4653587203
25	0.459560754
26	0.4544273576
27	0.4494530869
28	0.4433336435
29	0.4373435566
30	0.4312046773
31	0.4267692055
32	0.420861694
33	0.4154136341
34	0.4101924442
35	0.405680143
36	0.4018962229
37	0.3983005242
38	0.3946752889
39	0.39054025
40	0.3872576477
41	0.3825233157
42	0.3792542805
43	0.3744921608
44	0.3714370998
45	0.3684186398
46	0.365279061
47	0.3622120131
48	0.3594054698
49	0.3558246694
50	0.3531878757
51	0.3500451157
52	0.3465454331
53	0.343247315
54	0.3408399224
55	0.3385179839
56	0.3362449152
57	0.3333121798
58	0.3303307705
59	0.3280738932
60	0.3260347331
61	0.3228325493
62	0.320951884
63	0.3182065781
64	0.3157007573
65	0.3131338847
66	0.3105861571
67	0.3088394539
68	0.3068665007
69	0.3052205104
70	0.303670629
71	0.3017841586
72	0.3002756103
73	0.2986694957
74	0.2971905569
75	0.2950305922
76	0.2936793078
77	0.292381526
78	0.2910856912
79	0.2895281264
80	0.2883146695
81	0.2867426865
82	0.28513071
83	0.2839627512
84	0.2828803626
85	0.2816799911
86	0.2806156274
87	0.2789787604
88	0.2775815992
89	0.2759685899
90	0.2743351583
91	0.2729111183
92	0.2713025206
93	0.2699710482
94	0.2691673185
95	0.2676915398
96	0.266821113
97	0.2655346615
98	0.2644464803
99	0.2636261874
100	0.2625437717
101	0.2618570777
102	0.2611361035
103	0.2604421288
104	0.2593255957
105	0.2586934508
106	0.2577540115
107	0.2566761439
108	0.2555553625
109	0.2543787317
110	0.2536117935
111	0.2527039823
112	0.25160394
113	0.2505700177
114	0.2499756102
115	0.2495430036
116	0.2485109601
117	0.2478029282
118	0.247288463
119	0.2466178497
120	0.2457566127
121	0.2452848185
122	0.2444182415
123	0.2440171516
124	0.2433211048
125	0.242539732
126	0.2416930178
127	0.2413080586
128	0.2407683121
129	0.2402716542
130	0.2396439326
131	0.2389876476
132	0.2382642357
133	0.2379727665
134	0.2376300399
135	0.2371574445
136	0.2365747627
137	0.235894837
138	0.2352147049
139	0.2347930603
140	0.2340465754
141	0.2337289913
142	0.2333510119
143	0.2327781215
144	0.2321736029
145	0.2317265974
146	0.2312816377
147	0.2306830816
148	0.2302225263
149	0.2297052997
150	0.2294609142
151	0.2288243395
152	0.2285825478
153	0.2281758475
154	0.227837692
155	0.2275429224
156	0.2270916363
157	0.2269010138
158	0.22649645
159	0.2261958811
160	0.2257095459
161	0.225346794
162	0.2247839702
163	0.2244236776
164	0.2242243609
165	0.2238480773
166	0.2233618245
167	0.2230556847
168	0.2225835545
169	0.2221054574
170	0.2218536047
171	0.2215918361
172	0.2212029517
173	0.2209766193
174	0.2206259802
175	0.2202447802
176	0.2199181297
177	0.2197531622
178	0.2195712107
179	0.2192617268
180	0.2189183999
181	0.2186178273
182	0.218251787
183	0.2178835817
184	0.2176313901
185	0.2173133965
186	0.2170262806
187	0.2166530031
188	0.2164537597
189	0.2162727201
190	0.2160572659
191	0.2157639136
192	0.2154942062
193	0.2152188681
194	0.214934566
195	0.2147543188
196	0.2145451984
197	0.214204456
