iter	Logloss
198	0.2139704523
199	0.2138094088
200	0.2135322942
201	0.2134609578
202	0.2133420563
203	0.2130589803
204	0.2127629794
205	0.2125129972
206	0.2123113199
207	0.212074769
208	0.2118750498
209	0.2115849604
210	0.2113569888
211	0.2111976591
212	0.2110122621
213	0.2109100005
214	0.2107157523
215	0.210492294
216	0.2102357969
217	0.2100536888
218	0.209842456
219	0.2096630879
220	0.2094998108
221	0.2092730962
222	0.2091086193
223	0.2089122905
224	0.2086862126
225	0.2084590758
226	0.2082637878
227	0.2080023014
228	0.2077458016
229	0.2075663525
230	0.2073980024
231	0.2072301454
232	0.2071290279
233	0.2069948654
234	0.2067948594
235	0.2065967197
236	0.2064420182
237	0.206376951
238	0.2062406083
239	0.2061115287
240	0.2059086437
241	0.2057006548
242	0.2056001335
243	0.2054939307
244	0.2052330718
245	0.2050003484
246	0.2048486912
247	0.2046870732
248	0.2046023622
249	0.2044485408
250	0.2042437377
251	0.2041427027
252	0.2039506036
253	0.2038151979
254	0.2036961875
255	0.2035560773
256	0.2034211386
257	0.2032887372
258	0.2031678483
259	0.203036621
260	0.2028696314
261	0.202741396
262	0.202610087
263	0.2025727094
264	0.2023725576
265	0.2022551108
266	0.2020940236
267	0.2018785864
268	0.2017982753
269	0.2017230755
270	0.2015703821
271	0.2014935444
272	0.2014458752
273	0.2013861394
274	0.2012831231
275	0.201114707
276	0.201033661
277	0.2008836549
278	0.2007784592
279	0.2006894983
280	0.200519231
281	0.2004216402
282	0.2002870011
283	0.2002616552
284	0.2002171729
285	0.2002086902
286	0.2000941147
287	0.2000043839
288	0.1999070529
289	0.1997831238
290	0.1996323005
291	0.1995237919
292	0.1994582488
293	0.1993901166
294	0.1992764972
295	0.1991533389
296	0.1991238967
297	0.1990127898
298	0.1989942307
299	0.1988795275
300	0.1987762721
301	0.1986290476
302	0.1984494239
303	0.1984136323
304	0.1983242018
305	0.1982003637
306	0.1981111325
307	0.1980161595
308	0.197976246
309	0.1978433899
310	0.1977541268
311	0.1976984557
312	0.1976536636
313	0.1975642684
314	0.1974803836
315	0.1974051953
316	0.1973436345
317	0.1972842416
318	0.1971491139
319	0.1971107613
320	0.1970175811
321	0.1969206036
322	0.1968265445
323	0.1967591773
324	0.1966546619
325	0.1964811957
326	0.1964247004
327	0.1963473531
328	0.1962173804
329	0.196111352
330	0.1960001961
331	0.1958936412
332	0.1957676975
333	0.1957133537
334	0.1956556829
335	0.1954930108
336	0.1954783179
337	0.1953743923
338	0.1953192021
339	0.1952747485
340	0.1951960558
341	0.1951522389
342	0.1951056114
343	0.1950268456
344	0.1949713499
345	0.1949348353
346	0.1948386206
347	0.1946948311
348	0.1945945856
349	0.194468145
350	0.1943523425
351	0.1942906097
352	0.194175062
353	0.194063652
354	0.1940302562
355	0.1939472156
356	0.1938441309
357	0.1937907715
358	0.1937654732
359	0.1937022111
360	0.1936845622
361	0.193587848
362	0.1934737836
363	0.1933614706
364	0.1932790379
365	0.1931570509
366	0.1930577568
367	0.1929493183
368	0.1929029495
369	0.1928095747
370	0.1927310233
371	0.1926662413
372	0.1926061244
373	0.1925241028
374	0.1924703238
375	0.1923462677
376	0.1922493481
377	0.1922024648
378	0.1920663674
379	0.1919728441
380	0.191879577
381	0.1917550175
382	0.1916869713
383	0.1916022204
384	0.1915013766
385	0.1914360609
386	0.1914104499
387	0.1912988538
388	0.1912448746
389	0.1912086469
390	0.1911558764
391	0.1910656771
392	0.1910478779
393	0.1909745377
394	0.1908692343
395	0.1908159137
396	0.1906979965
397	0.1905858155
398	0.1905065733
399	0.1904856524
400	0.1903716094
401	0.1903414628
402	0.1902965611
403	0.1902103803
404	0.190175841
405	0.1900462611
406	0.1899139703
407	0.1898493511
408	0.1898072522
409	0.1897709876
410	0.189677493
411	0.1896344636
412	0.1895858872
413	0.1895243998
414	0.1894495108
415	0.1894159735
416	0.1893671392
417	0.1893139604
418	0.1892589804
419	0.1891683973
420	0.189152868
421	0.1890376236
422	0.188933218
423	0.1888337521
424	0.1887246947
425	0.1885799631
426	0.1885225807
427	0.1884982195
428	0.1884684755
429	0.1883698143
430	0.1883592349
431	0.1883151006
432	0.188259566
433	0.1881591516
434	0.1881210873
435	0.1880185014
436	0.1879521352
437	0.1878167512
438	0.1877740263
439	0.1877252283
440	0.187626447
441	0.1875669988
442	0.1874981695
443	0.1873988783
444	0.1873564814
445	0.187324465
446	0.1872695312
447	0.1872314214
448	0.1871352567
449	0.187094386
450	0.1868962675
451	0.1868510881
452	0.1868010252
453	0.1867886362
454	0.1866819356
455	0.1866534492
456	0.186592732
457	0.1865747065
458	0.1865557811
459	0.1865282414
460	0.1864511699
461	0.1864120708
462	0.1863567168
463	0.1863132041
464	0.1862153578
465	0.1861798899
466	0.1861206156
467	0.1860362766
468	0.1859240054
469	0.1858801243
470	0.1858006392
471	0.1857353086
472	0.1856904675
473	0.1856658273
474	0.1856205261
475	0.1855929359
476	0.1855239535
477	0.1854723768
478	0.1853885927
479	0.1853254412
480	0.1852482746
481	0.185170999
482	0.1850561349
483	0.1849947017
484	0.1849727145
485	0.1849329319
486	0.1848853414
487	0.1847282048
488	0.1847103564
489	0.1846328077
490	0.1845078165
491	0.1844817548
492	0.1844593424
493	0.1844133301
494	0.1843822846
495	0.1842557934
496	0.1841949908
497	0.1841328548
498	0.1840527581
499	0.183991528
500	0.183955922
501	0.1839195768
502	0.18387
503	0.1838155966
504	0.1837295813
505	0.1836957046
506	0.183669827
507	0.1836261059
508	0.183588205
509	0.1835365955
510	0.1834688746
511	0.1834502581
512	0.1834202887
513	0.1833505085
514	0.1832987778
515	0.1832608793
516	0.1831931655
517	0.1831484007
518	0.1831132844
519	0.1830739218
520	0.1830668965
521	0.1830477348
522	0.1830330052
523	0.1829985736
524	0.1828995444
525	0.1828388253
526	0.1826991562
527	0.1825926046
528	0.1825835901
529	0.1825155347
530	0.1824903221
531	0.1824442798
532	0.1823877465
533	0.1823747147
534	0.182354572
535	0.1822502794
536	0.1821915597
537	0.1821634927
538	0.1820248782
539	0.1819303839
540	0.1818597137
541	0.1817210656
542	0.1816918609
543	0.1816271546
544	0.1815955042
545	0.1815517912
546	0.181505573
547	0.1814120742
548	0.1813073552
549	0.1812413806
550	0.1812286671
551	0.1811992425
552	0.1811600416
553	0.1811097506
554	0.1810693699
555	0.1809535392
556	0.1808758265
557	0.1808371005
558	0.1807577407
559	0.1806981657
560	0.1806251906
561	0.1805691333
562	0.1805249576
563	0.1804783883
564	0.1803977846
565	0.1803637361
566	0.1802958233
567	0.1801935482
568	0.1801743141
569	0.1801670497
570	0.1801334224
571	0.1801118074
572	0.1800405564
573	0.1799985313
574	0.1799452064
575	0.1798823973
576	0.179831705
577	0.1797858054
578	0.1796781948
579	0.1796153093
580	0.1795659134
581	0.1795121637
582	0.1794954001
583	0.1793910108
584	0.1793119958
585	0.1791720924
586	0.1791136854
587	0.1790368843
588	0.1789701803
589	0.1788909115
590	0.1788703423
591	0.1787954924
592	0.1787704722
593	0.1786887647
594	0.1786465726
595	0.1785889778
596	0.1784461041
597	0.1783888773
598	0.1783789082
599	0.1783305345
600	0.1782877609
601	0.1781746295
602	0.1781534176
603	0.1780786093
604	0.1779919446
605	0.1779496873
606	0.1779001394
607	0.1778213008
608	0.177784394
609	0.1777424895
610	0.1777099347
611	0.1776418885
612	0.1776083721
613	0.1775803679
614	0.1775577766
615	0.1775063135
616	0.177481983
617	0.1774332836
618	0.1773858597
619	0.1773174504
620	0.177268835
621	0.1772369851
622	0.1771235662
623	0.1770954755
624	0.1770642959
625	0.177023007
626	0.1769600118
627	0.176907561
628	0.1768639031
629	0.1768045786
630	0.1767500702
631	0.1766706876
632	0.1766538478
633	0.1766286378
634	0.1765438577
635	0.1764580102
636	0.176376522
637	0.1763007297
638	0.1762686546
639	0.1762118738
640	0.1761347906
641	0.1761009607
642	0.1760728703
643	0.1760264199
644	0.1759343355
645	0.1758755737
646	0.1758399331
647	0.1757892358
648	0.1757067816
649	0.1756293967
650	0.1754628809
651	0.1753997962
652	0.1753192915
653	0.175291846
654	0.1752287077
655	0.1751895303
656	0.1751349147
657	0.1751082588
658	0.1750597466
659	0.1749679889
660	0.1749091727
661	0.1748585912
662	0.1748044804
663	0.174775963
664	0.1747323381
665	0.1746912369
666	0.1745836419
667	0.1745337
668	0.1744903034
669	0.1744515808
670	0.1744018694
671	0.1743431527
672	0.1743117948
673	0.1742604732
674	0.1742069916
675	0.1741946713
676	0.1740383393
677	0.1739996052
678	0.1739549644
679	0.1739072069
680	0.1739005547
681	0.1738346513
682	0.1736659851
683	0.1736234243
684	0.173621452
685	0.1735304063
686	0.1734968076
687	0.1734557077
688	0.1733958967
689	0.1733892281
690	0.1733375287
691	0.1733163189
692	0.1732346089
693	0.1731457706
694	0.1731078897
695	0.1730638649
696	0.1729610672
697	0.1728506899
698	0.172806007
699	0.1727719372
700	0.1727126677
701	0.1726754311
702	0.172609743
703	0.1725734592
704	0.1725465755
705	0.1725134016
706	0.1724754454
707	0.1724092413
708	0.1723721032
709	0.1723517757
710	0.1722995671
711	0.1722291964
712	0.1720912004
713	0.1720660608
714	0.1719922991
715	0.1719166637
716	0.1718479697
717	0.1717550848
718	0.1717286058
719	0.1716945152
720	0.1716299741
721	0.1715666099
722	0.1715079532
723	0.1714902355
724	0.1714659089
725	0.1714109219
726	0.1713461072
727	0.1713154977
728	0.1713018292
729	0.1712797009
730	0.1712145809
731	0.1711786633
732	0.171162344
733	0.1710694709
734	0.1710089912
735	0.1709651904
736	0.1709134671
737	0.1708719544
738	0.1708383063
739	0.1708022373
740	0.1707647449
741	0.1706976084
742	0.1706813167
743	0.1706145554
744	0.1705269564
745	0.1704737289
746	0.1704212939
747	0.1703577211
748	0.1703374927
749	0.1703015591
750	0.1702695165
751	0.1702319887
752	0.1701848127
753	0.1701360231
754	0.170099495
755	0.1700779305
756	0.1700247622
757	0.1699277775
758	0.1698433537
759	0.1697756647
760	0.1697611987
761	0.1696689995
762	0.1696494568
763	0.1696049963
764	0.1695443483
765	0.1694813768
766	0.169406697
767	0.1693639137
768	0.1693036968
769	0.1692351553
770	0.1691342548
771	0.1690671163
772	0.1690297514
773	0.1689656261
774	0.1688876205
775	0.1688610333
776	0.1688351299
777	0.1687920475
778	0.1687037536
779	0.1686486243
780	0.1685873163
781	0.1685154169
782	0.1684461319
783	0.1684021106
784	0.1683791282
785	0.1682981228
786	0.1682614787
787	0.1681285394
788	0.1680568137
789	0.1679498313
790	0.1678435033
791	0.1677819962
792	0.1677582022
793	0.1677147902
794	0.1676510515
795	0.1675729709
796	0.1675340389
797	0.1674718658
798	0.1673814881
799	0.167338822
800	0.1673187357
801	0.1672737463
802	0.1672045604
803	0.1671577631
804	0.167097786
805	0.1670250879
806	0.166995936
807	0.1668418177
808	0.1667489527
809	0.1667112865
810	0.1666692318
811	0.1666294799
812	0.1665420365
813	0.1664023023
814	0.1663242091
815	0.1663122853
816	0.1662572596
817	0.166237662
818	0.1661812148
819	0.1661626624
820	0.166079557
821	0.1660683366
822	0.1660492464
823	0.1659616216
824	0.165917153
825	0.165888348
826	0.1658656098
827	0.1658434871
828	0.1657340532
829	0.1657248557
830	0.1656677977
831	0.1655393696
832	0.1654689618
833	0.1653510018
834	0.1652927915
835	0.1651700724
836	0.1651544914
837	0.1650251868
838	0.1650091136
839	0.1649345596
840	0.1648971984
841	0.1648545473
842	0.1647194374
843	0.1646968483
844	0.164566638
845	0.1644949551
846	0.1644285749
847	0.1644009537
848	0.1643295898
849	0.1642988744
850	0.1642798076
851	0.1642536329
852	0.1642212355
853	0.1641593887
854	0.1641021605
855	0.1640294015
856	0.1640095009
857	0.1639543485
858	0.1638745316
859	0.163804675
860	0.1636600417
861	0.1635491378
862	0.163430315
863	0.1633650996
864	0.1632856151
865	0.1632267516
866	0.1631499441
867	0.1630725227
868	0.1630436354
869	0.1630046307
870	0.1629508769
871	0.1628931089
872	0.1628272697
873	0.1627602492
874	0.1627348237
875	0.1627136638
876	0.1626948239
877	0.1626673783
878	0.1626203328
879	0.162563067
880	0.162494687
881	0.1624728625
882	0.162440031
883	0.1623758545
884	0.1623165289
885	0.1622690404
886	0.1622304382
887	0.1621805274
888	0.1621470131
889	0.1620526462
890	0.162038721
891	0.162026384
892	0.1618760717
893	0.161824175
894	0.1616645664
895	0.1616425235
896	0.1614972766
897	0.1614762112
898	0.161364108
899	0.16131019
900	0.1612442444
901	0.1611747697
902	0.1610993514
903	0.1610124657
904	0.1609448259
905	0.160923552
906	0.1608755041
907	0.1608550262
908	0.160785584
909	0.160736106
910	0.1607103214
911	0.1606293406
912	0.160567258
913	0.1605366888
914	0.1605070877
915	0.1604514669
916	0.1604300337
917	0.160392444
918	0.1603625331
919	0.1602639878
920	0.1601826044
921	0.1601359745
922	0.1601155255
923	0.1599614578
924	0.159943585
925	0.1599268883
926	0.1598920828
927	0.1598171808
928	0.1597782436
929	0.1597586967
930	0.1596134202
931	0.1595882404
932	0.1595484569
933	0.1595092651
934	0.1594695669
935	0.1594138758
936	0.1593899899
937	0.1593621835
938	0.1593255245
939	0.1592655897
940	0.1591975339
941	0.1591445481
942	0.1590307187
943	0.1590117478
944	0.1589751904
945	0.1589391862
946	0.158889625
947	0.1588513069
948	0.1588402044
949	0.1588239797
950	0.1588027324
951	0.1586615066
952	0.1586001681
953	0.1585130475
954	0.1584596405
955	0.1584032597
956	0.1583739619
957	0.1583328643
958	0.1582584378
959	0.1582085976
960	0.1581315987
961	0.158074038
962	0.1580185859
963	0.1578934832
964	0.1578475893
965	0.1578286684
966	0.1577916177
967	0.1577625854
968	0.157737709
969	0.1577101768
970	0.1576851554
971	0.1576645932
972	0.1576389746
973	0.1575655168
974	0.1575121728
975	0.1574540698
976	0.1574126618
977	0.1573943012
978	0.1573642968
979	0.1573393348
980	0.1572959907
981	0.1572432358
982	0.1572305016
983	0.1572176533
984	0.1571926858
985	0.1571380592
986	0.1570291469
987	0.1570082745
988	0.1569493986
989	0.1569034722
990	0.1568778251
991	0.1568509379
992	0.1568152163
993	0.1567726682
994	0.1566900145
995	0.1566706296
996	0.1566569483
997	0.1566182438
998	0.156550791
999	0.1565212179
