auc, verbosity, objective, 'metric', 'num_threads', 'eta', 'max_leaf', 'min_data', 'feature_fraction', 'reg_alpha', 'lambda', 'min_split_gain', 'max_bin'
0.8666545893719806,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,0,100
0.8666545893719806,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,0,255
0.8666545893719806,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,0,500
0.7954045893719807,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,50,100
0.7954045893719807,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,50,255
0.7954045893719807,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,50,500
0.7487499999999999,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,100,100
0.7487499999999999,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,100,255
0.7487499999999999,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,100,500
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,250,100
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,250,255
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.0,250,500
0.8662983091787438,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,0,100
0.8662983091787438,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,0,255
0.8662983091787438,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,0,500
0.7945430756843802,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,50,100
0.7945430756843802,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,50,255
0.7945430756843802,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,50,500
0.7485869565217391,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,100,100
0.7485869565217391,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,100,255
0.7485869565217391,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,100,500
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,250,100
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,250,255
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.0,0.01,250,500
0.8546356682769727,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,0,100
0.8546356682769727,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,0,255
0.8546356682769727,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,0,500
0.769933574879227,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,50,100
0.769933574879227,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,50,255
0.769933574879227,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,50,500
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,100,100
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,100,255
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,100,500
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,250,100
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,250,255
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.0,1,250,500
0.8267602657004831,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,0,100
0.8267602657004831,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,0,255
0.8267602657004831,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,0,500
0.7367270531400968,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,50,100
0.7367270531400968,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,50,255
0.7367270531400968,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,50,500
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,100,100
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,100,255
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,100,500
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,250,100
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,250,255
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.0,5,250,500
0.7773359500805154,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,0,100
0.7773419887278583,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,0,255
0.7773419887278583,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,0,500
0.7155797101449275,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,50,100
0.7155797101449275,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,50,255
0.7155797101449275,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,50,500
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,100,100
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,100,255
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,100,500
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,250,100
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,250,255
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.0,25,250,500
0.8664734299516907,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,0,100
0.8664734299516907,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,0,255
0.8664734299516907,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,0,500
0.795408615136876,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,50,100
0.795408615136876,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,50,255
0.795408615136876,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,50,500
0.7487338969404186,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,100,100
0.7487338969404186,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,100,255
0.7487338969404186,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,100,500
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,250,100
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,250,255
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.0,250,500
0.8663919082125604,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,0,100
0.8663919082125604,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,0,255
0.8663919082125604,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,0,500
0.7933675523349437,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,50,100
0.7933675523349437,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,50,255
0.7933675523349437,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,50,500
0.7485386473429951,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,100,100
0.7485386473429951,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,100,255
0.7485386473429951,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,100,500
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,250,100
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,250,255
0.6373540660225442,-1,binary,auc,9,0.001,5,5,0.1,0.01,0.01,250,500
0.8543599033816425,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,0,100
0.8543599033816425,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,0,255
0.8543599033816425,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,0,500
0.7699315619967794,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,50,100
0.7699315619967794,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,50,255
0.7699315619967794,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,50,500
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,100,100
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,100,255
0.6989190821256039,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,100,500
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,250,100
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,250,255
0.631622383252818,-1,binary,auc,9,0.001,5,5,0.1,0.01,1,250,500
0.8267441626409017,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,0,100
0.8267441626409017,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,0,255
0.8267441626409017,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,0,500
0.7367290660225444,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,50,100
0.7367290660225444,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,50,255
0.7367290660225444,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,50,500
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,100,100
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,100,255
0.7001127214170693,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,100,500
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,250,100
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,250,255
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,0.01,5,250,500
0.7773359500805153,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,0,100
0.777337962962963,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,0,255
0.777337962962963,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,0,500
0.7155676328502415,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,50,100
0.7155676328502415,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,50,255
0.7155676328502415,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,50,500
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,100,100
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,100,255
0.6185185185185185,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,100,500
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,250,100
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,250,255
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,0.01,25,250,500
0.8606088969404186,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,0,100
0.8606088969404186,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,0,255
0.8606088969404186,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,0,500
0.791701892109501,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,50,100
0.791701892109501,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,50,255
0.791701892109501,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,50,500
0.7405132850241547,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,100,100
0.7405132850241547,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,100,255
0.7405132850241547,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,100,500
0.6329891304347826,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,250,100
0.6329891304347826,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,250,255
0.6329891304347826,-1,binary,auc,9,0.001,5,5,0.1,1,0.0,250,500
0.8605505233494364,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,0,100
0.8605505233494364,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,0,255
0.8605505233494364,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,0,500
0.7913234702093398,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,50,100
0.7913234702093398,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,50,255
0.7913234702093398,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,50,500
0.7366324476650563,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,100,100
0.7366324476650563,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,100,255
0.7366324476650563,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,100,500
0.6316485507246377,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,250,100
0.6316485507246377,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,250,255
0.6316485507246377,-1,binary,auc,9,0.001,5,5,0.1,1,0.01,250,500
0.8477204106280193,-1,binary,auc,9,0.001,5,5,0.1,1,1,0,100
0.8477204106280193,-1,binary,auc,9,0.001,5,5,0.1,1,1,0,255
0.8477204106280193,-1,binary,auc,9,0.001,5,5,0.1,1,1,0,500
0.768029388083736,-1,binary,auc,9,0.001,5,5,0.1,1,1,50,100
0.768029388083736,-1,binary,auc,9,0.001,5,5,0.1,1,1,50,255
0.768029388083736,-1,binary,auc,9,0.001,5,5,0.1,1,1,50,500
0.698131038647343,-1,binary,auc,9,0.001,5,5,0.1,1,1,100,100
0.698131038647343,-1,binary,auc,9,0.001,5,5,0.1,1,1,100,255
0.698131038647343,-1,binary,auc,9,0.001,5,5,0.1,1,1,100,500
0.6316002415458937,-1,binary,auc,9,0.001,5,5,0.1,1,1,250,100
0.6316002415458937,-1,binary,auc,9,0.001,5,5,0.1,1,1,250,255
0.6316002415458937,-1,binary,auc,9,0.001,5,5,0.1,1,1,250,500
0.8215539452495975,-1,binary,auc,9,0.001,5,5,0.1,1,5,0,100
0.8215539452495975,-1,binary,auc,9,0.001,5,5,0.1,1,5,0,255
0.8215539452495975,-1,binary,auc,9,0.001,5,5,0.1,1,5,0,500
0.7360487117552335,-1,binary,auc,9,0.001,5,5,0.1,1,5,50,100
0.7360487117552335,-1,binary,auc,9,0.001,5,5,0.1,1,5,50,255
0.7360487117552335,-1,binary,auc,9,0.001,5,5,0.1,1,5,50,500
0.6795642109500806,-1,binary,auc,9,0.001,5,5,0.1,1,5,100,100
0.6795642109500806,-1,binary,auc,9,0.001,5,5,0.1,1,5,100,255
0.6795642109500806,-1,binary,auc,9,0.001,5,5,0.1,1,5,100,500
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,1,5,250,100
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,1,5,250,255
0.5799245169082126,-1,binary,auc,9,0.001,5,5,0.1,1,5,250,500
0.7730485104669887,-1,binary,auc,9,0.001,5,5,0.1,1,25,0,100
0.7730324074074074,-1,binary,auc,9,0.001,5,5,0.1,1,25,0,255
0.7730324074074074,-1,binary,auc,9,0.001,5,5,0.1,1,25,0,500
0.7128814412238327,-1,binary,auc,9,0.001,5,5,0.1,1,25,50,100
0.7128814412238327,-1,binary,auc,9,0.001,5,5,0.1,1,25,50,255
0.7128814412238327,-1,binary,auc,9,0.001,5,5,0.1,1,25,50,500
0.6076831723027375,-1,binary,auc,9,0.001,5,5,0.1,1,25,100,100
0.6076831723027375,-1,binary,auc,9,0.001,5,5,0.1,1,25,100,255
0.6076831723027375,-1,binary,auc,9,0.001,5,5,0.1,1,25,100,500
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,1,25,250,100
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,1,25,250,255
0.533707729468599,-1,binary,auc,9,0.001,5,5,0.1,1,25,250,500
0.8323490338164251,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,0,100
0.8323490338164251,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,0,255
0.8323490338164251,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,0,500
0.7386302334943639,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,50,100
0.7386302334943639,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,50,255
0.7386302334943639,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,50,500
0.6817864331723027,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,100,100
0.6817864331723027,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,100,255
0.6817864331723027,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,100,500
0.6316727053140097,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,250,100
0.6316727053140097,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,250,255
0.6316727053140097,-1,binary,auc,9,0.001,5,5,0.1,5,0.0,250,500
0.8322242351046699,-1,binary,auc,9,0.001,5,5,0.1,5,0.01,0,100
