auc,depth,iterations,learning_rate,l2_leaf_reg,scale_pos_weight,verbose
0.8832548309178744,3,250,0.1,10,10,True
0.8386855877616746,3,250,0.1,10,100,True
0.8990187198067632,3,250,0.1,25,1,True
0.890360305958132,3,250,0.1,25,10,True
0.857186996779388,3,250,0.1,25,100,True
0.8092773752012883,3,250,0.5,0,1,True
0.7754418276972624,3,250,0.5,0,10,True
0.6663496376811593,3,250,0.5,0,100,True
0.8498842592592593,3,250,0.5,1,1,True
0.8428130032206119,3,250,0.5,1,10,True
0.8282347020933978,3,250,0.5,1,100,True
0.850318035426731,3,250,0.5,2,1,True
0.8518840579710145,3,250,0.5,2,10,True
0.8212298711755233,3,250,0.5,2,100,True
0.8603401771336554,3,250,0.5,3,1,True
0.8477485909822866,3,250,0.5,3,10,True
0.8305917874396135,3,250,0.5,3,100,True
0.8636564009661836,3,250,0.5,5,1,True
0.8518427938808374,3,250,0.5,5,10,True
0.8416867954911433,3,250,0.5,5,100,True
0.8819142512077294,3,250,0.5,10,1,True
0.8647574476650564,3,250,0.5,10,10,True
0.8381884057971014,3,250,0.5,10,100,True
0.8877868357487924,3,250,0.5,25,1,True
0.8670712560386473,3,250,0.5,25,10,True
0.8552133655394525,3,250,0.5,25,100,True
0.8818830515297907,3,1000,0.001,0,1,True
0.8780605877616747,3,1000,0.001,0,10,True
0.8067743558776168,3,1000,0.001,0,100,True
0.8781612318840579,3,1000,0.001,1,1,True
0.8778884863123994,3,1000,0.001,1,10,True
0.808220611916264,3,1000,0.001,1,100,True
0.8757135668276972,3,1000,0.001,2,1,True
0.8770320048309179,3,1000,0.001,2,10,True
0.8077475845410627,3,1000,0.001,2,100,True
0.8748389694041867,3,1000,0.001,3,1,True
0.8770269726247986,3,1000,0.001,3,10,True
0.8054770531400967,3,1000,0.001,3,100,True
0.8730847423510466,3,1000,0.001,5,1,True
0.876820652173913,3,1000,0.001,5,10,True
0.8048148148148148,3,1000,0.001,5,100,True
0.8723943236714977,3,1000,0.001,10,1,True
0.8762832125603865,3,1000,0.001,10,10,True
0.8028824476650563,3,1000,0.001,10,100,True
0.8691012479871175,3,1000,0.001,25,1,True
0.8742200080515298,3,1000,0.001,25,10,True
0.798756038647343,3,1000,0.001,25,100,True
0.8926831723027374,3,1000,0.01,0,1,True
0.8768780193236716,3,1000,0.01,0,10,True
0.8081994766505637,3,1000,0.01,0,100,True
0.8940801127214171,3,1000,0.01,1,1,True
0.8913627214170692,3,1000,0.01,1,10,True
0.8448651368760065,3,1000,0.01,1,100,True
0.8942773752012882,3,1000,0.01,2,1,True
0.8919464573268922,3,1000,0.01,2,10,True
0.8469424315619968,3,1000,0.01,2,100,True
0.8941062801932367,3,1000,0.01,3,1,True
0.8927113526570049,3,1000,0.01,3,10,True
0.8461111111111113,3,1000,0.01,3,100,True
0.8947725442834139,3,1000,0.01,5,1,True
0.8931843800322061,3,1000,0.01,5,10,True
0.8452173913043479,3,1000,0.01,5,100,True
0.8953703703703704,3,1000,0.01,10,1,True
0.8943377616747181,3,1000,0.01,10,10,True
0.8535607890499195,3,1000,0.01,10,100,True
0.8973208534621577,3,1000,0.01,25,1,True
0.8945893719806763,3,1000,0.01,25,10,True
0.8610768921095008,3,1000,0.01,25,100,True
0.8335205314009663,3,1000,0.1,0,1,True
0.8250714573268921,3,1000,0.1,0,10,True
0.7482407407407407,3,1000,0.1,0,100,True
0.8695652173913044,3,1000,0.1,1,1,True
0.8549154589371981,3,1000,0.1,1,10,True
0.8079126409017714,3,1000,0.1,1,100,True
0.8686886070853462,3,1000,0.1,2,1,True
0.8572554347826087,3,1000,0.1,2,10,True
0.8185356280193237,3,1000,0.1,2,100,True
0.8715650161030597,3,1000,0.1,3,1,True
0.8578472222222222,3,1000,0.1,3,10,True
0.8189291465378421,3,1000,0.1,3,100,True
0.879037842190016,3,1000,0.1,5,1,True
0.8569977858293077,3,1000,0.1,5,10,True
0.8265650161030595,3,1000,0.1,5,100,True
0.8822816022544284,3,1000,0.1,10,1,True
0.8649134460547504,3,1000,0.1,10,10,True
0.8393458132045089,3,1000,0.1,10,100,True
0.8895571658615136,3,1000,0.1,25,1,True
0.8777979066022545,3,1000,0.1,25,10,True
0.8539875201288244,3,1000,0.1,25,100,True
0.8131934380032206,3,1000,0.5,0,1,True
0.786158413848631,3,1000,0.5,0,10,True
0.6684993961352657,3,1000,0.5,0,100,True
0.8513345410628019,3,1000,0.5,1,1,True
0.8455746779388084,3,1000,0.5,1,10,True
0.8204498792270531,3,1000,0.5,1,100,True
0.8337872383252818,3,1000,0.5,2,1,True
0.8497423510466988,3,1000,0.5,2,10,True
0.8215076489533011,3,1000,0.5,2,100,True
0.8443045491143317,3,1000,0.5,3,1,True
0.84881038647343,3,1000,0.5,3,10,True
0.8294343800322062,3,1000,0.5,3,100,True
0.845637077294686,3,1000,0.5,5,1,True
0.8494082125603866,3,1000,0.5,5,10,True
0.838280998389694,3,1000,0.5,5,100,True
0.8666938405797101,3,1000,0.5,10,1,True
0.8568015297906603,3,1000,0.5,10,10,True
0.8403623188405797,3,1000,0.5,10,100,True
0.8720400563607085,3,1000,0.5,25,1,True
0.8574174718196457,3,1000,0.5,25,10,True
0.8520128824476649,3,1000,0.5,25,100,True
0.8281099033816425,5,10,0.001,0,1,True
0.8717109500805152,5,10,0.001,0,10,True
0.7216847826086956,5,10,0.001,0,100,True
0.8384842995169082,5,10,0.001,1,1,True
0.8756159420289854,5,10,0.001,1,10,True
0.7411503623188407,5,10,0.001,1,100,True
0.8368065619967793,5,10,0.001,2,1,True
0.8752878421900161,5,10,0.001,2,10,True
0.7436382850241547,5,10,0.001,2,100,True
0.836262077294686,5,10,0.001,3,1,True
0.8751831723027376,5,10,0.001,3,10,True
0.744050925925926,5,10,0.001,3,100,True
0.8370460950080516,5,10,0.001,5,1,True
0.875,5,10,0.001,5,10,True
0.7448178341384863,5,10,0.001,5,100,True
0.8395722624798712,5,10,0.001,10,1,True
0.8734118357487923,5,10,0.001,10,10,True
0.7419816827697263,5,10,0.001,10,100,True
0.8269907407407407,5,10,0.001,25,1,True
0.8685909822866344,5,10,0.001,25,10,True
0.7303452093397745,5,10,0.001,25,100,True
0.8337852254428341,5,10,0.01,0,1,True
0.8720038244766504,5,10,0.01,0,10,True
0.7061644524959743,5,10,0.01,0,100,True
0.8506884057971015,5,10,0.01,1,1,True
0.8766354669887277,5,10,0.01,1,10,True
0.7471074879227053,5,10,0.01,1,100,True
0.8473611111111112,5,10,0.01,2,1,True
0.876124194847021,5,10,0.01,2,10,True
0.7467089371980677,5,10,0.01,2,100,True
0.847079307568438,5,10,0.01,3,1,True
0.8753713768115942,5,10,0.01,3,10,True
0.747530193236715,5,10,0.01,3,100,True
0.8539533011272142,5,10,0.01,5,1,True
0.874729267310789,5,10,0.01,5,10,True
0.7474355877616747,5,10,0.01,5,100,True
0.8513103864734299,5,10,0.01,10,1,True
0.8732095410628018,5,10,0.01,10,10,True
0.7457608695652174,5,10,0.01,10,100,True
0.8268397745571658,5,10,0.01,25,1,True
0.8689955716586151,5,10,0.01,25,10,True
0.7329659822866346,5,10,0.01,25,100,True
0.8628381642512075,5,10,0.1,0,1,True
0.8705495169082127,5,10,0.1,0,10,True
0.7593659420289856,5,10,0.1,0,100,True
0.8731219806763285,5,10,0.1,1,1,True
0.8870360305958132,5,10,0.1,1,10,True
0.7538013285024154,5,10,0.1,1,100,True
0.8764080112721416,5,10,0.1,2,1,True
0.886737117552335,5,10,0.1,2,10,True
0.756868961352657,5,10,0.1,2,100,True
0.878887882447665,5,10,0.1,3,1,True
0.886274154589372,5,10,0.1,3,10,True
0.7582880434782608,5,10,0.1,3,100,True
0.8792169887278583,5,10,0.1,5,1,True
0.8860004025764896,5,10,0.1,5,10,True
0.7592582528180354,5,10,0.1,5,100,True
0.878106884057971,5,10,0.1,10,1,True
0.8830183172302738,5,10,0.1,10,10,True
0.7565750805152979,5,10,0.1,10,100,True
0.8721245974235106,5,10,0.1,25,1,True
0.8855545491143317,5,10,0.1,25,10,True
0.751010466988728,5,10,0.1,25,100,True
0.8452546296296297,5,10,0.5,0,1,True
0.8259943639291465,5,10,0.5,0,10,True
0.7441425120772948,5,10,0.5,0,100,True
0.8761916264090177,5,10,0.5,1,1,True
0.8748601046698872,5,10,0.5,1,10,True
0.8025815217391304,5,10,0.5,1,100,True
0.8803613123993559,5,10,0.5,2,1,True
0.8838214573268921,5,10,0.5,2,10,True
0.8146427133655394,5,10,0.5,2,100,True
0.8805716586151369,5,10,0.5,3,1,True
0.8828582930756844,5,10,0.5,3,10,True
0.8174194847020934,5,10,0.5,3,100,True
0.8813969404186794,5,10,0.5,5,1,True
0.8829066022544283,5,10,0.5,5,10,True
0.8118951288244767,5,10,0.5,5,100,True
0.8872735507246378,5,10,0.5,10,1,True
0.886550925925926,5,10,0.5,10,10,True
0.8149597423510466,5,10,0.5,10,100,True
0.8905283816425122,5,10,0.5,25,1,True
0.8871074879227053,5,10,0.5,25,10,True
0.804537037037037,5,10,0.5,25,100,True
0.8553009259259259,5,50,0.001,0,1,True
0.8809712157809984,5,50,0.001,0,10,True
0.7698329307568438,5,50,0.001,0,100,True
0.8598450080515299,5,50,0.001,1,1,True
0.876262077294686,5,50,0.001,1,10,True
0.7805746779388084,5,50,0.001,1,100,True
0.8591032608695652,5,50,0.001,2,1,True
0.8759712157809985,5,50,0.001,2,10,True
0.7804337761674718,5,50,0.001,2,100,True
0.8582497987117552,5,50,0.001,3,1,True
0.8754357890499195,5,50,0.001,3,10,True
0.7796225845410628,5,50,0.001,3,100,True
0.8579216988727859,5,50,0.001,5,1,True
0.874404186795491,5,50,0.001,5,10,True
0.7780485104669888,5,50,0.001,5,100,True
0.8595299919484702,5,50,0.001,10,1,True
0.8721296296296296,5,50,0.001,10,10,True
0.7745098631239936,5,50,0.001,10,100,True
0.8493518518518519,5,50,0.001,25,1,True
0.8716173510466989,5,50,0.001,25,10,True
0.7628411835748793,5,50,0.001,25,100,True
0.8625613929146538,5,50,0.01,0,1,True
0.8812661030595813,5,50,0.01,0,10,True
0.719007648953301,5,50,0.01,0,100,True
0.8767028985507247,5,50,0.01,1,1,True
0.8829730273752014,5,50,0.01,1,10,True
0.7873158212560386,5,50,0.01,1,100,True
0.8769051932367151,5,50,0.01,2,1,True
0.8817793880837358,5,50,0.01,2,10,True
0.7891566022544283,5,50,0.01,2,100,True
0.8762449677938808,5,50,0.01,3,1,True
0.8811906199677939,5,50,0.01,3,10,True
0.7885477053140096,5,50,0.01,3,100,True
0.8764533011272142,5,50,0.01,5,1,True
0.8806219806763284,5,50,0.01,5,10,True
0.7872594605475041,5,50,0.01,5,100,True
0.8735154991948471,5,50,0.01,10,1,True
0.8800724637681161,5,50,0.01,10,10,True
0.7835557568438004,5,50,0.01,10,100,True
0.8623983494363929,5,50,0.01,25,1,True
0.8778270933977456,5,50,0.01,25,10,True
0.7742562399355879,5,50,0.01,25,100,True
0.8844102254428341,5,50,0.1,0,1,True
0.8684329710144928,5,50,0.1,0,10,True
0.7999094202898551,5,50,0.1,0,100,True
0.8974144524959742,5,50,0.1,1,1,True
0.894212962962963,5,50,0.1,1,10,True
0.8354267310789049,5,50,0.1,1,100,True
0.8972735507246377,5,50,0.1,2,1,True
0.8950865539452497,5,50,0.1,2,10,True
0.8411916264090177,5,50,0.1,2,100,True
0.8975654186795491,5,50,0.1,3,1,True
0.896947463768116,5,50,0.1,3,10,True
0.8420954106280194,5,50,0.1,3,100,True
0.8978109903381641,5,50,0.1,5,1,True
0.8971950483091786,5,50,0.1,5,10,True
0.8493599033816426,5,50,0.1,5,100,True
0.8967753623188405,5,50,0.1,10,1,True
0.8952012882447666,5,50,0.1,10,10,True
0.850558574879227,5,50,0.1,10,100,True
0.8982125603864735,5,50,0.1,25,1,True
0.8952807971014491,5,50,0.1,25,10,True
0.8523852657004831,5,50,0.1,25,100,True
0.7804559178743962,5,50,0.5,0,1,True
0.7391213768115942,5,50,0.5,0,10,True
0.6920521336553944,5,50,0.5,0,100,True
0.8569867149758454,5,50,0.5,1,1,True
0.8453874798711756,5,50,0.5,1,10,True
0.8255696457326892,5,50,0.5,1,100,True
0.8669595410628019,5,50,0.5,2,1,True
0.8532699275362319,5,50,0.5,2,10,True
0.8385487117552335,5,50,0.5,2,100,True
0.8654840982286636,5,50,0.5,3,1,True
0.8504317632850241,5,50,0.5,3,10,True
0.827487922705314,5,50,0.5,3,100,True
0.876941425120773,5,50,0.5,5,1,True
0.8671145330112722,5,50,0.5,5,10,True
0.8394685990338163,5,50,0.5,5,100,True
0.8858856682769726,5,50,0.5,10,1,True
0.8679720209339774,5,50,0.5,10,10,True
0.8503371578099839,5,50,0.5,10,100,True
0.8900040257648953,5,50,0.5,25,1,True
0.8719877214170693,5,50,0.5,25,10,True
0.8721900161030596,5,50,0.5,25,100,True
0.8675724637681159,5,100,0.001,0,1,True
0.8787379227053139,5,100,0.001,0,10,True
0.7883212560386472,5,100,0.001,0,100,True
0.8672051127214171,5,100,0.001,1,1,True
0.8756733091787441,5,100,0.001,1,10,True
0.7869575281803542,5,100,0.001,1,100,True
0.8651147342995169,5,100,0.001,2,1,True
0.8756350644122383,5,100,0.001,2,10,True
0.7860557568438002,5,100,0.001,2,100,True
0.8643136070853462,5,100,0.001,3,1,True
0.8753150161030596,5,100,0.001,3,10,True
0.785186191626409,5,100,0.001,3,100,True
0.8631662640901772,5,100,0.001,5,1,True
0.874753421900161,5,100,0.001,5,10,True
