auc,loss_function,verbose,eval_metric,random_seed,thread_count,iterations,depth,learning_rate,reg_lambda,scale_pos_weight,min_data_in_leaf
0.7927465780998388,Logloss,False,AUC,42,7,500,1,0.01,1,0.1,50
0.7927465780998388,Logloss,False,AUC,42,7,500,1,0.01,1,0.1,100
0.8971195652173913,Logloss,False,AUC,42,7,500,1,0.01,1,1,5
0.8971195652173913,Logloss,False,AUC,42,7,500,1,0.01,1,1,10
0.8971195652173913,Logloss,False,AUC,42,7,500,1,0.01,1,1,50
0.8971195652173913,Logloss,False,AUC,42,7,500,1,0.01,1,1,100
0.9079730273752012,Logloss,False,AUC,42,7,500,1,0.01,1,10,5
0.9079730273752012,Logloss,False,AUC,42,7,500,1,0.01,1,10,10
0.9079730273752012,Logloss,False,AUC,42,7,500,1,0.01,1,10,50
0.9079730273752012,Logloss,False,AUC,42,7,500,1,0.01,1,10,100
0.7977787842190016,Logloss,False,AUC,42,7,500,1,0.01,10,0.1,5
0.7977787842190016,Logloss,False,AUC,42,7,500,1,0.01,10,0.1,10
0.7977787842190016,Logloss,False,AUC,42,7,500,1,0.01,10,0.1,50
0.7977787842190016,Logloss,False,AUC,42,7,500,1,0.01,10,0.1,100
0.8940559581320451,Logloss,False,AUC,42,7,500,1,0.01,10,1,5
0.8940559581320451,Logloss,False,AUC,42,7,500,1,0.01,10,1,10
0.8940559581320451,Logloss,False,AUC,42,7,500,1,0.01,10,1,50
0.8940559581320451,Logloss,False,AUC,42,7,500,1,0.01,10,1,100
0.9033574879227053,Logloss,False,AUC,42,7,500,1,0.01,10,10,5
0.9033574879227053,Logloss,False,AUC,42,7,500,1,0.01,10,10,10
0.9033574879227053,Logloss,False,AUC,42,7,500,1,0.01,10,10,50
0.9033574879227053,Logloss,False,AUC,42,7,500,1,0.01,10,10,100
0.9386765297906602,Logloss,False,AUC,42,7,500,1,0.1,0,1,5
0.9386765297906602,Logloss,False,AUC,42,7,500,1,0.1,0,1,10
0.9386765297906602,Logloss,False,AUC,42,7,500,1,0.1,0,1,50
0.9386765297906602,Logloss,False,AUC,42,7,500,1,0.1,0,1,100
0.9569061996779388,Logloss,False,AUC,42,7,500,1,0.1,0,10,5
0.9569061996779388,Logloss,False,AUC,42,7,500,1,0.1,0,10,10
0.9569061996779388,Logloss,False,AUC,42,7,500,1,0.1,0,10,50
0.9569061996779388,Logloss,False,AUC,42,7,500,1,0.1,0,10,100
0.9127908615136877,Logloss,False,AUC,42,7,500,1,0.1,0.1,0.1,5
0.9127908615136877,Logloss,False,AUC,42,7,500,1,0.1,0.1,0.1,10
0.9127908615136877,Logloss,False,AUC,42,7,500,1,0.1,0.1,0.1,50
0.9127908615136877,Logloss,False,AUC,42,7,500,1,0.1,0.1,0.1,100
0.9372030998389693,Logloss,False,AUC,42,7,500,1,0.1,0.1,1,5
0.9372030998389693,Logloss,False,AUC,42,7,500,1,0.1,0.1,1,10
0.9372030998389693,Logloss,False,AUC,42,7,500,1,0.1,0.1,1,50
0.9372030998389693,Logloss,False,AUC,42,7,500,1,0.1,0.1,1,100
0.9545350241545894,Logloss,False,AUC,42,7,500,1,0.1,0.1,10,5
0.9545350241545894,Logloss,False,AUC,42,7,500,1,0.1,0.1,10,10
0.9545350241545894,Logloss,False,AUC,42,7,500,1,0.1,0.1,10,50
0.9545350241545894,Logloss,False,AUC,42,7,500,1,0.1,0.1,10,100
0.9034752415458935,Logloss,False,AUC,42,7,500,1,0.1,1,0.1,5
0.9034752415458935,Logloss,False,AUC,42,7,500,1,0.1,1,0.1,10
0.9034752415458935,Logloss,False,AUC,42,7,500,1,0.1,1,0.1,50
0.9034752415458935,Logloss,False,AUC,42,7,500,1,0.1,1,0.1,100
0.932921698872786,Logloss,False,AUC,42,7,500,1,0.1,1,1,5
0.932921698872786,Logloss,False,AUC,42,7,500,1,0.1,1,1,10
0.932921698872786,Logloss,False,AUC,42,7,500,1,0.1,1,1,50
0.932921698872786,Logloss,False,AUC,42,7,500,1,0.1,1,1,100
0.9526358695652175,Logloss,False,AUC,42,7,500,1,0.1,1,10,5
0.9526358695652175,Logloss,False,AUC,42,7,500,1,0.1,1,10,10
0.9526358695652175,Logloss,False,AUC,42,7,500,1,0.1,1,10,50
0.9526358695652175,Logloss,False,AUC,42,7,500,1,0.1,1,10,100
0.858347423510467,Logloss,False,AUC,42,7,500,1,0.1,10,0.1,5
0.858347423510467,Logloss,False,AUC,42,7,500,1,0.1,10,0.1,10
0.858347423510467,Logloss,False,AUC,42,7,500,1,0.1,10,0.1,50
0.858347423510467,Logloss,False,AUC,42,7,500,1,0.1,10,0.1,100
0.9235165056360708,Logloss,False,AUC,42,7,500,1,0.1,10,1,5
0.9235165056360708,Logloss,False,AUC,42,7,500,1,0.1,10,1,10
0.9235165056360708,Logloss,False,AUC,42,7,500,1,0.1,10,1,50
0.9235165056360708,Logloss,False,AUC,42,7,500,1,0.1,10,1,100
0.9450201288244767,Logloss,False,AUC,42,7,500,1,0.1,10,10,5
0.9450201288244767,Logloss,False,AUC,42,7,500,1,0.1,10,10,10
0.9450201288244767,Logloss,False,AUC,42,7,500,1,0.1,10,10,50
0.9450201288244767,Logloss,False,AUC,42,7,500,1,0.1,10,10,100
0.9367149758454106,Logloss,False,AUC,42,7,500,1,0.5,0,0.1,5
0.9367149758454106,Logloss,False,AUC,42,7,500,1,0.5,0,0.1,10
0.9367149758454106,Logloss,False,AUC,42,7,500,1,0.5,0,0.1,50
0.9367149758454106,Logloss,False,AUC,42,7,500,1,0.5,0,0.1,100
0.9547755636070854,Logloss,False,AUC,42,7,500,1,0.5,0,1,5
0.9547755636070854,Logloss,False,AUC,42,7,500,1,0.5,0,1,10
0.9547755636070854,Logloss,False,AUC,42,7,500,1,0.5,0,1,50
0.9547755636070854,Logloss,False,AUC,42,7,500,1,0.5,0,1,100
0.959255233494364,Logloss,False,AUC,42,7,500,1,0.5,0,10,5
0.959255233494364,Logloss,False,AUC,42,7,500,1,0.5,0,10,10
0.959255233494364,Logloss,False,AUC,42,7,500,1,0.5,0,10,50
0.959255233494364,Logloss,False,AUC,42,7,500,1,0.5,0,10,100
0.935505233494364,Logloss,False,AUC,42,7,500,1,0.5,0.1,0.1,5
0.935505233494364,Logloss,False,AUC,42,7,500,1,0.5,0.1,0.1,10
0.935505233494364,Logloss,False,AUC,42,7,500,1,0.5,0.1,0.1,50
0.935505233494364,Logloss,False,AUC,42,7,500,1,0.5,0.1,0.1,100
0.9576016505636071,Logloss,False,AUC,42,7,500,1,0.5,0.1,1,5
0.9576016505636071,Logloss,False,AUC,42,7,500,1,0.5,0.1,1,10
0.9576016505636071,Logloss,False,AUC,42,7,500,1,0.5,0.1,1,50
0.9576016505636071,Logloss,False,AUC,42,7,500,1,0.5,0.1,1,100
0.9645269726247987,Logloss,False,AUC,42,7,500,1,0.5,0.1,10,5
0.9645269726247987,Logloss,False,AUC,42,7,500,1,0.5,0.1,10,10
0.9645269726247987,Logloss,False,AUC,42,7,500,1,0.5,0.1,10,50
0.9645269726247987,Logloss,False,AUC,42,7,500,1,0.5,0.1,10,100
0.9235980273752011,Logloss,False,AUC,42,7,500,1,0.5,1,0.1,5
0.9235980273752011,Logloss,False,AUC,42,7,500,1,0.5,1,0.1,10
0.9235980273752011,Logloss,False,AUC,42,7,500,1,0.5,1,0.1,50
0.9235980273752011,Logloss,False,AUC,42,7,500,1,0.5,1,0.1,100
0.9581884057971014,Logloss,False,AUC,42,7,500,1,0.5,1,1,5
0.9581884057971014,Logloss,False,AUC,42,7,500,1,0.5,1,1,10
0.9581884057971014,Logloss,False,AUC,42,7,500,1,0.5,1,1,50
0.9581884057971014,Logloss,False,AUC,42,7,500,1,0.5,1,1,100
0.9668669484702094,Logloss,False,AUC,42,7,500,1,0.5,1,10,5
0.9668669484702094,Logloss,False,AUC,42,7,500,1,0.5,1,10,10
0.9668669484702094,Logloss,False,AUC,42,7,500,1,0.5,1,10,50
0.9668669484702094,Logloss,False,AUC,42,7,500,1,0.5,1,10,100
0.8789764492753622,Logloss,False,AUC,42,7,500,1,0.5,10,0.1,5
0.8789764492753622,Logloss,False,AUC,42,7,500,1,0.5,10,0.1,10
0.8789764492753622,Logloss,False,AUC,42,7,500,1,0.5,10,0.1,50
0.8789764492753622,Logloss,False,AUC,42,7,500,1,0.5,10,0.1,100
0.950198268921095,Logloss,False,AUC,42,7,500,1,0.5,10,1,5
0.950198268921095,Logloss,False,AUC,42,7,500,1,0.5,10,1,10
0.950198268921095,Logloss,False,AUC,42,7,500,1,0.5,10,1,50
0.950198268921095,Logloss,False,AUC,42,7,500,1,0.5,10,1,100
0.9624184782608696,Logloss,False,AUC,42,7,500,1,0.5,10,10,5
0.9624184782608696,Logloss,False,AUC,42,7,500,1,0.5,10,10,10
0.9624184782608696,Logloss,False,AUC,42,7,500,1,0.5,10,10,50
0.9624184782608696,Logloss,False,AUC,42,7,500,1,0.5,10,10,100
0.9574204911433172,Logloss,False,AUC,42,7,500,1,1,0,1,5
0.9574204911433172,Logloss,False,AUC,42,7,500,1,1,0,1,10
0.9574204911433172,Logloss,False,AUC,42,7,500,1,1,0,1,50
0.9574204911433172,Logloss,False,AUC,42,7,500,1,1,0,1,100
0.9487902576489533,Logloss,False,AUC,42,7,500,1,1,0,10,5
0.9487902576489533,Logloss,False,AUC,42,7,500,1,1,0,10,10
0.9487902576489533,Logloss,False,AUC,42,7,500,1,1,0,10,50
0.9487902576489533,Logloss,False,AUC,42,7,500,1,1,0,10,100
0.9364130434782608,Logloss,False,AUC,42,7,500,1,1,0.1,0.1,5
0.9364130434782608,Logloss,False,AUC,42,7,500,1,1,0.1,0.1,10
0.9364130434782608,Logloss,False,AUC,42,7,500,1,1,0.1,0.1,50
0.9364130434782608,Logloss,False,AUC,42,7,500,1,1,0.1,0.1,100
0.9573128019323671,Logloss,False,AUC,42,7,500,1,1,0.1,1,5
0.9573128019323671,Logloss,False,AUC,42,7,500,1,1,0.1,1,10
0.9573128019323671,Logloss,False,AUC,42,7,500,1,1,0.1,1,50
0.9573128019323671,Logloss,False,AUC,42,7,500,1,1,0.1,1,100
0.9573570853462157,Logloss,False,AUC,42,7,500,1,1,0.1,10,5
0.9573570853462157,Logloss,False,AUC,42,7,500,1,1,0.1,10,10
0.9573570853462157,Logloss,False,AUC,42,7,500,1,1,0.1,10,50
0.9573570853462157,Logloss,False,AUC,42,7,500,1,1,0.1,10,100
0.9115026167471819,Logloss,False,AUC,42,7,500,1,1,1,0.1,5
0.9115026167471819,Logloss,False,AUC,42,7,500,1,1,1,0.1,10
0.9115026167471819,Logloss,False,AUC,42,7,500,1,1,1,0.1,50
0.9115026167471819,Logloss,False,AUC,42,7,500,1,1,1,0.1,100
0.9604710144927536,Logloss,False,AUC,42,7,500,1,1,1,1,5
0.9604710144927536,Logloss,False,AUC,42,7,500,1,1,1,1,10
0.9604710144927536,Logloss,False,AUC,42,7,500,1,1,1,1,50
0.9604710144927536,Logloss,False,AUC,42,7,500,1,1,1,1,100
0.9623550724637682,Logloss,False,AUC,42,7,500,1,1,1,10,5
0.9623550724637682,Logloss,False,AUC,42,7,500,1,1,1,10,10
0.9623550724637682,Logloss,False,AUC,42,7,500,1,1,1,10,50
0.9623550724637682,Logloss,False,AUC,42,7,500,1,1,1,10,100
0.8758645330112723,Logloss,False,AUC,42,7,500,1,1,10,0.1,5
0.8758645330112723,Logloss,False,AUC,42,7,500,1,1,10,0.1,10
0.8758645330112723,Logloss,False,AUC,42,7,500,1,1,10,0.1,50
0.8758645330112723,Logloss,False,AUC,42,7,500,1,1,10,0.1,100
0.9593337359098228,Logloss,False,AUC,42,7,500,1,1,10,1,5
0.9593337359098228,Logloss,False,AUC,42,7,500,1,1,10,1,10
0.9593337359098228,Logloss,False,AUC,42,7,500,1,1,10,1,50
0.9593337359098228,Logloss,False,AUC,42,7,500,1,1,10,1,100
0.9667149758454107,Logloss,False,AUC,42,7,500,1,1,10,10,5
0.9667149758454107,Logloss,False,AUC,42,7,500,1,1,10,10,10
0.9667149758454107,Logloss,False,AUC,42,7,500,1,1,10,10,50
0.9667149758454107,Logloss,False,AUC,42,7,500,1,1,10,10,100
0.9688657407407407,Logloss,False,AUC,42,7,500,5,0.01,0,0.1,5
0.9688657407407407,Logloss,False,AUC,42,7,500,5,0.01,0,0.1,10
0.9688657407407407,Logloss,False,AUC,42,7,500,5,0.01,0,0.1,50
0.9688657407407407,Logloss,False,AUC,42,7,500,5,0.01,0,0.1,100
0.970835346215781,Logloss,False,AUC,42,7,500,5,0.01,0,1,5
0.970835346215781,Logloss,False,AUC,42,7,500,5,0.01,0,1,10
0.970835346215781,Logloss,False,AUC,42,7,500,5,0.01,0,1,50
0.970835346215781,Logloss,False,AUC,42,7,500,5,0.01,0,1,100
0.9642270531400965,Logloss,False,AUC,42,7,500,5,0.01,0,10,5
0.9642270531400965,Logloss,False,AUC,42,7,500,5,0.01,0,10,10
0.9642270531400965,Logloss,False,AUC,42,7,500,5,0.01,0,10,50
0.9642270531400965,Logloss,False,AUC,42,7,500,5,0.01,0,10,100
0.9371980676328502,Logloss,False,AUC,42,7,500,5,0.01,0.1,0.1,5
0.9371980676328502,Logloss,False,AUC,42,7,500,5,0.01,0.1,0.1,10
0.9371980676328502,Logloss,False,AUC,42,7,500,5,0.01,0.1,0.1,50
0.9371980676328502,Logloss,False,AUC,42,7,500,5,0.01,0.1,0.1,100
0.9557950885668278,Logloss,False,AUC,42,7,500,5,0.01,0.1,1,5
0.9557950885668278,Logloss,False,AUC,42,7,500,5,0.01,0.1,1,10
0.9557950885668278,Logloss,False,AUC,42,7,500,5,0.01,0.1,1,50
0.9557950885668278,Logloss,False,AUC,42,7,500,5,0.01,0.1,1,100
0.9567290660225443,Logloss,False,AUC,42,7,500,5,0.01,0.1,10,5
0.9567290660225443,Logloss,False,AUC,42,7,500,5,0.01,0.1,10,10
0.9567290660225443,Logloss,False,AUC,42,7,500,5,0.01,0.1,10,50
0.9567290660225443,Logloss,False,AUC,42,7,500,5,0.01,0.1,10,100
0.9087962962962963,Logloss,False,AUC,42,7,500,5,0.01,1,0.1,5
0.9087962962962963,Logloss,False,AUC,42,7,500,5,0.01,1,0.1,10
0.9087962962962963,Logloss,False,AUC,42,7,500,5,0.01,1,0.1,50
0.9087962962962963,Logloss,False,AUC,42,7,500,5,0.01,1,0.1,100
0.9446497584541063,Logloss,False,AUC,42,7,500,5,0.01,1,1,5
0.9446497584541063,Logloss,False,AUC,42,7,500,5,0.01,1,1,10
0.9446497584541063,Logloss,False,AUC,42,7,500,5,0.01,1,1,50
0.9446497584541063,Logloss,False,AUC,42,7,500,5,0.01,1,1,100
0.9526630434782608,Logloss,False,AUC,42,7,500,5,0.01,1,10,5
0.9526630434782608,Logloss,False,AUC,42,7,500,5,0.01,1,10,10
0.9526630434782608,Logloss,False,AUC,42,7,500,5,0.01,1,10,50
0.9526630434782608,Logloss,False,AUC,42,7,500,5,0.01,1,10,100
0.8192441626409017,Logloss,False,AUC,42,7,500,5,0.01,10,0.1,5
0.8192441626409017,Logloss,False,AUC,42,7,500,5,0.01,10,0.1,10
0.8192441626409017,Logloss,False,AUC,42,7,500,5,0.01,10,0.1,50
0.8192441626409017,Logloss,False,AUC,42,7,500,5,0.01,10,0.1,100
0.9283635265700483,Logloss,False,AUC,42,7,500,5,0.01,10,1,5
0.9283635265700483,Logloss,False,AUC,42,7,500,5,0.01,10,1,10
0.9283635265700483,Logloss,False,AUC,42,7,500,5,0.01,10,1,50
0.9283635265700483,Logloss,False,AUC,42,7,500,5,0.01,10,1,100
0.9412661030595812,Logloss,False,AUC,42,7,500,5,0.01,10,10,5
0.9412661030595812,Logloss,False,AUC,42,7,500,5,0.01,10,10,10
0.9412661030595812,Logloss,False,AUC,42,7,500,5,0.01,10,10,50
0.9412661030595812,Logloss,False,AUC,42,7,500,5,0.01,10,10,100
0.9680293880837358,Logloss,False,AUC,42,7,500,5,0.1,0,1,5
0.9680293880837358,Logloss,False,AUC,42,7,500,5,0.1,0,1,10
0.9680293880837358,Logloss,False,AUC,42,7,500,5,0.1,0,1,50
0.9680293880837358,Logloss,False,AUC,42,7,500,5,0.1,0,1,100
0.9633393719806763,Logloss,False,AUC,42,7,500,5,0.1,0,10,5
0.9633393719806763,Logloss,False,AUC,42,7,500,5,0.1,0,10,10
0.9633393719806763,Logloss,False,AUC,42,7,500,5,0.1,0,10,50
0.9633393719806763,Logloss,False,AUC,42,7,500,5,0.1,0,10,100
0.97789653784219,Logloss,False,AUC,42,7,500,5,0.1,0.1,0.1,5
0.97789653784219,Logloss,False,AUC,42,7,500,5,0.1,0.1,0.1,10
0.97789653784219,Logloss,False,AUC,42,7,500,5,0.1,0.1,0.1,50
0.97789653784219,Logloss,False,AUC,42,7,500,5,0.1,0.1,0.1,100
0.9771074879227054,Logloss,False,AUC,42,7,500,5,0.1,0.1,1,5
0.9771074879227054,Logloss,False,AUC,42,7,500,5,0.1,0.1,1,10
0.9771074879227054,Logloss,False,AUC,42,7,500,5,0.1,0.1,1,50
0.9771074879227054,Logloss,False,AUC,42,7,500,5,0.1,0.1,1,100
0.977908615136876,Logloss,False,AUC,42,7,500,5,0.1,0.1,10,5
0.977908615136876,Logloss,False,AUC,42,7,500,5,0.1,0.1,10,10
0.977908615136876,Logloss,False,AUC,42,7,500,5,0.1,0.1,10,50
0.977908615136876,Logloss,False,AUC,42,7,500,5,0.1,0.1,10,100
0.9544283413848631,Logloss,False,AUC,42,7,500,5,0.1,1,0.1,5
0.9544283413848631,Logloss,False,AUC,42,7,500,5,0.1,1,0.1,10
0.9544283413848631,Logloss,False,AUC,42,7,500,5,0.1,1,0.1,50
0.9544283413848631,Logloss,False,AUC,42,7,500,5,0.1,1,0.1,100
0.9762439613526569,Logloss,False,AUC,42,7,500,5,0.1,1,1,5
0.9762439613526569,Logloss,False,AUC,42,7,500,5,0.1,1,1,10
0.9762439613526569,Logloss,False,AUC,42,7,500,5,0.1,1,1,50
0.9762439613526569,Logloss,False,AUC,42,7,500,5,0.1,1,1,100
0.9791022544283413,Logloss,False,AUC,42,7,500,5,0.1,1,10,5
0.9791022544283413,Logloss,False,AUC,42,7,500,5,0.1,1,10,10
0.9791022544283413,Logloss,False,AUC,42,7,500,5,0.1,1,10,50
0.9791022544283413,Logloss,False,AUC,42,7,500,5,0.1,1,10,100
0.9066032608695652,Logloss,False,AUC,42,7,500,5,0.1,10,0.1,5
0.9066032608695652,Logloss,False,AUC,42,7,500,5,0.1,10,0.1,10
0.9066032608695652,Logloss,False,AUC,42,7,500,5,0.1,10,0.1,50
0.9066032608695652,Logloss,False,AUC,42,7,500,5,0.1,10,0.1,100
0.9733101851851852,Logloss,False,AUC,42,7,500,5,0.1,10,1,5
0.9733101851851852,Logloss,False,AUC,42,7,500,5,0.1,10,1,10
0.9733101851851852,Logloss,False,AUC,42,7,500,5,0.1,10,1,50
0.9733101851851852,Logloss,False,AUC,42,7,500,5,0.1,10,1,100
0.9784017713365539,Logloss,False,AUC,42,7,500,5,0.1,10,10,5
0.9784017713365539,Logloss,False,AUC,42,7,500,5,0.1,10,10,10
0.9784017713365539,Logloss,False,AUC,42,7,500,5,0.1,10,10,50
0.9784017713365539,Logloss,False,AUC,42,7,500,5,0.1,10,10,100
0.9493770128824476,Logloss,False,AUC,42,7,500,5,0.5,0,0.1,5
0.9493770128824476,Logloss,False,AUC,42,7,500,5,0.5,0,0.1,10
0.9493770128824476,Logloss,False,AUC,42,7,500,5,0.5,0,0.1,50
0.9493770128824476,Logloss,False,AUC,42,7,500,5,0.5,0,0.1,100
0.9545984299516908,Logloss,False,AUC,42,7,500,5,0.5,0,1,5
0.9545984299516908,Logloss,False,AUC,42,7,500,5,0.5,0,1,10
0.9545984299516908,Logloss,False,AUC,42,7,500,5,0.5,0,1,50
0.9545984299516908,Logloss,False,AUC,42,7,500,5,0.5,0,1,100
0.9600382447665056,Logloss,False,AUC,42,7,500,5,0.5,0,10,5
0.9600382447665056,Logloss,False,AUC,42,7,500,5,0.5,0,10,10
0.9600382447665056,Logloss,False,AUC,42,7,500,5,0.5,0,10,50
0.9600382447665056,Logloss,False,AUC,42,7,500,5,0.5,0,10,100
0.9652878421900162,Logloss,False,AUC,42,7,500,5,0.5,0.1,0.1,5
0.9652878421900162,Logloss,False,AUC,42,7,500,5,0.5,0.1,0.1,10
0.9652878421900162,Logloss,False,AUC,42,7,500,5,0.5,0.1,0.1,50
0.9652878421900162,Logloss,False,AUC,42,7,500,5,0.5,0.1,0.1,100
0.9757045088566829,Logloss,False,AUC,42,7,500,5,0.5,0.1,1,5
0.9757045088566829,Logloss,False,AUC,42,7,500,5,0.5,0.1,1,10
0.9757045088566829,Logloss,False,AUC,42,7,500,5,0.5,0.1,1,50
0.9757045088566829,Logloss,False,AUC,42,7,500,5,0.5,0.1,1,100
0.9677435587761674,Logloss,False,AUC,42,7,500,5,0.5,0.1,10,5
0.9677435587761674,Logloss,False,AUC,42,7,500,5,0.5,0.1,10,10
0.9677435587761674,Logloss,False,AUC,42,7,500,5,0.5,0.1,10,50
0.9677435587761674,Logloss,False,AUC,42,7,500,5,0.5,0.1,10,100
0.965360305958132,Logloss,False,AUC,42,7,500,5,0.5,1,0.1,5
0.965360305958132,Logloss,False,AUC,42,7,500,5,0.5,1,0.1,10
0.965360305958132,Logloss,False,AUC,42,7,500,5,0.5,1,0.1,50
0.965360305958132,Logloss,False,AUC,42,7,500,5,0.5,1,0.1,100
0.9706964573268921,Logloss,False,AUC,42,7,500,5,0.5,1,1,5
0.9706964573268921,Logloss,False,AUC,42,7,500,5,0.5,1,1,10
0.9706964573268921,Logloss,False,AUC,42,7,500,5,0.5,1,1,50
0.9706964573268921,Logloss,False,AUC,42,7,500,5,0.5,1,1,100
0.9678623188405797,Logloss,False,AUC,42,7,500,5,0.5,1,10,5
0.9678623188405797,Logloss,False,AUC,42,7,500,5,0.5,1,10,10
0.9678623188405797,Logloss,False,AUC,42,7,500,5,0.5,1,10,50
0.9678623188405797,Logloss,False,AUC,42,7,500,5,0.5,1,10,100
0.9434349838969405,Logloss,False,AUC,42,7,500,5,0.5,10,0.1,5
0.9434349838969405,Logloss,False,AUC,42,7,500,5,0.5,10,0.1,10
0.9434349838969405,Logloss,False,AUC,42,7,500,5,0.5,10,0.1,50
0.9434349838969405,Logloss,False,AUC,42,7,500,5,0.5,10,0.1,100
0.9782528180354266,Logloss,False,AUC,42,7,500,5,0.5,10,1,5
0.9782528180354266,Logloss,False,AUC,42,7,500,5,0.5,10,1,10
0.9782528180354266,Logloss,False,AUC,42,7,500,5,0.5,10,1,50
0.9782528180354266,Logloss,False,AUC,42,7,500,5,0.5,10,1,100
0.9691022544283413,Logloss,False,AUC,42,7,500,5,0.5,10,10,5
0.9691022544283413,Logloss,False,AUC,42,7,500,5,0.5,10,10,10
0.9691022544283413,Logloss,False,AUC,42,7,500,5,0.5,10,10,50
0.9691022544283413,Logloss,False,AUC,42,7,500,5,0.5,10,10,100
0.9461493558776168,Logloss,False,AUC,42,7,500,5,1,0,1,5
0.9461493558776168,Logloss,False,AUC,42,7,500,5,1,0,1,10
0.9461493558776168,Logloss,False,AUC,42,7,500,5,1,0,1,50
0.9461493558776168,Logloss,False,AUC,42,7,500,5,1,0,1,100
0.9353220611916264,Logloss,False,AUC,42,7,500,5,1,0,10,5
0.9353220611916264,Logloss,False,AUC,42,7,500,5,1,0,10,10
0.9353220611916264,Logloss,False,AUC,42,7,500,5,1,0,10,50
0.9353220611916264,Logloss,False,AUC,42,7,500,5,1,0,10,100
0.9521115136876006,Logloss,False,AUC,42,7,500,5,1,0.1,0.1,5
0.9521115136876006,Logloss,False,AUC,42,7,500,5,1,0.1,0.1,10
0.9521115136876006,Logloss,False,AUC,42,7,500,5,1,0.1,0.1,50
0.9521115136876006,Logloss,False,AUC,42,7,500,5,1,0.1,0.1,100
0.9626469404186796,Logloss,False,AUC,42,7,500,5,1,0.1,1,5
0.9626469404186796,Logloss,False,AUC,42,7,500,5,1,0.1,1,10
0.9626469404186796,Logloss,False,AUC,42,7,500,5,1,0.1,1,50
0.9626469404186796,Logloss,False,AUC,42,7,500,5,1,0.1,1,100
0.9664975845410628,Logloss,False,AUC,42,7,500,5,1,0.1,10,5
0.9664975845410628,Logloss,False,AUC,42,7,500,5,1,0.1,10,10
0.9664975845410628,Logloss,False,AUC,42,7,500,5,1,0.1,10,50
0.9664975845410628,Logloss,False,AUC,42,7,500,5,1,0.1,10,100
0.9644444444444444,Logloss,False,AUC,42,7,500,5,1,1,0.1,5
0.9644444444444444,Logloss,False,AUC,42,7,500,5,1,1,0.1,10
0.9644444444444444,Logloss,False,AUC,42,7,500,5,1,1,0.1,50
0.9644444444444444,Logloss,False,AUC,42,7,500,5,1,1,0.1,100
0.9722866344605475,Logloss,False,AUC,42,7,500,5,1,1,1,5
0.9722866344605475,Logloss,False,AUC,42,7,500,5,1,1,1,10
0.9722866344605475,Logloss,False,AUC,42,7,500,5,1,1,1,50
0.9722866344605475,Logloss,False,AUC,42,7,500,5,1,1,1,100
0.9637419484702093,Logloss,False,AUC,42,7,500,5,1,1,10,5
0.9637419484702093,Logloss,False,AUC,42,7,500,5,1,1,10,10
0.9637419484702093,Logloss,False,AUC,42,7,500,5,1,1,10,50
0.9637419484702093,Logloss,False,AUC,42,7,500,5,1,1,10,100
0.9643176328502415,Logloss,False,AUC,42,7,500,5,1,10,0.1,5
0.9643176328502415,Logloss,False,AUC,42,7,500,5,1,10,0.1,10
0.9643176328502415,Logloss,False,AUC,42,7,500,5,1,10,0.1,50
