iter	Logloss
717	0.123322665
718	0.1232813135
719	0.1231890366
720	0.1230480806
721	0.1230297821
722	0.122996569
723	0.1229509158
724	0.1229103632
725	0.1228531113
726	0.1228093137
727	0.1227524526
728	0.1227114082
729	0.1225485966
730	0.1224873489
731	0.1224126864
732	0.1223846898
733	0.122286593
734	0.1221473346
735	0.1219968317
736	0.1219287647
737	0.1218894465
738	0.1217964616
739	0.1217524304
740	0.1216370345
741	0.1216097514
742	0.1215004125
743	0.1214722669
744	0.1214278551
745	0.1213657561
746	0.1212328395
747	0.1210420502
748	0.120916565
749	0.1208919418
750	0.1208380911
751	0.1207079293
752	0.1206536523
753	0.1205859217
754	0.1205421924
755	0.120444188
756	0.1203744658
757	0.1202993065
758	0.1202190009
759	0.1201031324
760	0.1200804884
761	0.1200319094
762	0.1199941061
763	0.1199737076
764	0.1198768944
765	0.1197627243
766	0.1197181618
767	0.1196645541
768	0.1196193226
769	0.1195852211
770	0.1195316094
771	0.1194868659
772	0.1194279331
773	0.1193889989
774	0.119284474
775	0.1191927331
776	0.1191700512
777	0.1190903711
778	0.1190476959
779	0.1189765395
780	0.1188811277
781	0.1188527378
782	0.1187784792
783	0.1187069976
784	0.118659968
785	0.1186126471
786	0.1185656481
787	0.118542907
788	0.1184395042
789	0.1183189142
790	0.1182560804
791	0.1181769284
792	0.1180896194
793	0.1179797456
794	0.1178989877
795	0.1178500291
796	0.1178363725
797	0.1178023889
798	0.1177563176
799	0.117733391
800	0.1177079058
801	0.1176271478
802	0.1175582256
803	0.1175323662
804	0.1174937309
805	0.1174442967
806	0.1173769314
807	0.1173310652
808	0.1172928705
809	0.1172051183
810	0.1171028514
811	0.1170531168
812	0.1169688526
813	0.1169607587
814	0.1168754351
815	0.1167379632
816	0.1166889139
817	0.1166461346
818	0.1165800057
819	0.1165148949
820	0.1164819082
821	0.1164099458
822	0.1163345425
823	0.1162179364
824	0.116188971
825	0.1161560822
826	0.1160523752
827	0.1160309466
828	0.1159622678
829	0.1158453199
830	0.1157855094
831	0.1156419413
832	0.1155870895
833	0.1154932154
834	0.1154006996
835	0.1153307609
836	0.1152767048
837	0.115248166
838	0.1151678889
839	0.1151499484
840	0.1150914645
841	0.1149753753
842	0.1148788129
843	0.1147311225
844	0.1146289039
845	0.1145330859
846	0.1145155791
847	0.1144801394
848	0.1143916488
849	0.1143328248
850	0.1143023656
851	0.1141691663
852	0.1140591113
853	0.1139871631
854	0.1139715565
855	0.1139044776
856	0.1137980326
857	0.113725795
858	0.1136868236
859	0.1136637862
860	0.113567169
861	0.1134713863
862	0.1134302578
863	0.1133057338
864	0.1132643392
865	0.1131284178
866	0.1129970873
867	0.1129198812
868	0.1128818449
869	0.1128647103
870	0.1127672162
871	0.112669298
872	0.1125691869
873	0.11253765
874	0.1124612513
875	0.1124547665
876	0.1123894942
877	0.1122959532
878	0.1121764173
879	0.112099117
880	0.1120170457
881	0.111886816
882	0.1118147752
883	0.111770539
884	0.1117108883
885	0.1116157666
886	0.1115221291
887	0.111449168
888	0.1113975162
889	0.1113125461
890	0.1112945428
891	0.1111686824
892	0.1111262998
893	0.1110651085
894	0.1110363761
895	0.1110089976
896	0.1109350014
897	0.1108574987
898	0.1107159953
899	0.1106244118
900	0.1105249615
901	0.110459921
902	0.1103385311
903	0.1102360684
904	0.1101687356
905	0.1101118478
906	0.1100256356
907	0.1099980719
908	0.1099563552
909	0.1099350064
910	0.1097705652
911	0.1097333558
912	0.109666838
913	0.1095655042
914	0.1095051964
915	0.1094811621
916	0.1094583073
917	0.1093610312
918	0.1092845193
919	0.1092311412
920	0.109207836
921	0.1091090088
922	0.1090843108
923	0.1089384397
924	0.108860937
925	0.1088298406
926	0.1087204624
927	0.1086626595
928	0.1086435099
929	0.1085737216
930	0.1085043313
931	0.108386846
932	0.1082083649
933	0.1081836713
934	0.1080553271
935	0.1079361384
936	0.1079135809
937	0.1078282348
938	0.1077483584
939	0.1076799097
940	0.1076420603
941	0.1075840071
942	0.1075207483
943	0.1073951103
944	0.1073581159
945	0.1072765925
946	0.1072006013
947	0.1071724573
948	0.1070978403
949	0.1070291458
950	0.1069581534
951	0.1068689328
952	0.1067317126
953	0.1067114701
954	0.1066488459
955	0.1066038173
956	0.1065020876
957	0.1063901394
958	0.1063037569
959	0.1062146418
960	0.1061181331
961	0.1060664326
962	0.1060460785
963	0.1059672347
964	0.1059127773
965	0.1058711629
966	0.105849138
967	0.1058046076
968	0.1057290414
969	0.1056739612
970	0.1056316018
971	0.1055844685
972	0.105519669
973	0.1054853671
974	0.1053515741
975	0.1052874548
976	0.105221962
977	0.1051079931
978	0.1049538972
979	0.1048745643
980	0.1047680393
981	0.1047392847
982	0.1046345688
983	0.1045966272
984	0.1045441203
985	0.1044776077
986	0.1043138563
987	0.1041908605
988	0.1040944287
989	0.1040673397
990	0.1040015268
991	0.1039586701
992	0.1039112046
993	0.1038669239
994	0.1038293198
995	0.1038025603
996	0.1037812554
997	0.1037547086
998	0.1037310638
999	0.1036400024
